mean,std,sum,kurtosis,skewness
0.0004470490480717192,0.9975588211350578,5.022149006037694,1.4780349923978173,0.9568697133978797
0.04045514896716228,0.04829828777807867,454.47314349710103,132.17046289453134,7.270233885539991
0.06299217584490342,1.0094606430407609,707.654103441645,1.485087220159711,0.9611363549672987
-0.061779063359068014,0.9886728092274757,-694.0259977757701,1.4436517239614162,0.9450768185197647
0.0044704904807073755,9.975588211350578,50.22149006026666,1.4780349923978218,0.956869713397883
-0.00269213196610383,0.6305733455284175,-30.243410507210427,134.2029716159834,-1.3364862756890195
-0.9367134215141428,0.6055632911515286,-10523.03857728988,11.590830182048958,2.7954901925225006
-0.0003404088394566222,0.9997463084262168,-3.824152902455694,-0.13624901003019074,-0.3650890928486284
0.024894075770158404,0.022874017288664297,279.6600472019595,247.37478820301925,10.989637204032105
0.03857448745799343,0.9990182019464147,433.34579210309823,-0.12970308154531862,-0.3558661901420771
-0.038584306478552446,1.0032108656355792,-433.4560989800582,-0.13439310340017485,-0.37305362968197586
-0.0034040883945667282,9.997463084262169,-38.241529024562624,-0.13624901003019074,-0.36508909284862784
0.0032792822038677973,0.6264276828725042,36.839456278250836,1.8085505421930614,0.0395022181708048
-0.8222430415295752,0.8805645540924047,-9237.078328543248,13.630005506649557,2.542177477399088
0.32802207584119636,0.4695138085963731,3685.0,-1.4632805696586009,0.7326113774310355
