bvp_mean,bvp_sum,bvp_std,bvp_skew,bvp_kurtosis,ax_mean,ax_sum,ax_std,ax_skew,ax_kurtosis,ax_auc,ax_peak,ay_mean,ay_sum,ay_std,ay_skew,ay_kurtosis,ay_auc,ay_peak,az_mean,az_sum,az_std,az_skew,az_kurtosis,az_auc,az_peak,emg_mean,emg_sum,emg_std,emg_skew,emg_kurtosis,emg_auc,emg_median,emg_10p,emg_90p,emg_mu_peak,emg_std_peak,emg_n_peak,emg_sum_peak,temp_mean,temp_sum,temp_std,temp_skew,temp_kurtosis,t_slope,eda_mean,eda_sum,eda_std,eda_skew,eda_kurtosis,eda_slope,mu_scr,std_scr,scr_amp,eda_auc,ecg_mean,ecg_sum,ecg_std,ecg_skew,ecg_kurtosis,ecg_sum_peak,LF/HF_ratio,sum_power,relative_power,sum_norm,rmssd,resp_mean,resp_sum,resp_std,resp_skew,resp_kurtosis,mu_I,std_I,mu_E,std_E,r_rate,label
0.32338829779710426,14.22908510307259,0.2367369051342059,0.9777225293440096,0.5709881312693699,0.451426616183964,4062.8395456556673,0.1775727741565164,-1.145520133404608,-0.2544230162751311,4062.520746654383,0.44832840351569053,0.4318486321457281,3886.637689311547,0.14979467180156114,-0.3262408752973588,0.026293768797613915,3886.171986144743,0.4449827984074226,0.3339769207678265,3005.7922869104386,0.13719016823648447,-0.27994751045568506,1.420130916537384,3005.563167192693,0.3268736015826328,0.5926836982684951,5334.153284416477,0.0366160868641396,-0.7813052282366295,13.249344207463947,5333.55787598017,0.5935090950100028,0.5541825639217169,0.6320381069631342,0.6213330366970428,0.02513722989678263,3304.0,2052.8843532470296,0.5833041205991002,5249.737085391913,0.29640836369599993,-0.8070740752837198,-0.9053618498264768,8.97287806477586e-05,0.3649691329106832,3284.722196196148,0.2413035122248481,0.3760718441800149,-0.8010079260676206,-8.83986578512735e-05,0.0005555555555555557,0.02356367784494277,0.9748187893830014,5.0,0.3650924887832474,3285.8323990492377,0.10650112937245286,1.0760009575767977,4.053582769267007,0.4794921875,0.21287156629939424,63.60596568329299,25.0,50.0,9.636765880582976,0.5665527849975389,5098.975064977868,0.1843173575651963,-0.4042691397965651,-0.0035571498776225674,0.7930396822212125,0.09635019686127133,0.3454545562248032,0.1434964703782215,0.2472873146851283,0
0.3255631272906616,27.347302692415585,0.2621496248203585,1.2294245034780578,0.2092604013958015,0.6240037439896831,5616.033695907146,0.09854334620856678,-0.9561617836054224,2.245120586245976,5615.376663210174,0.6592243618973742,0.5170511210017695,4653.460089015914,0.1021234253662956,-0.4141768553482935,1.9825770119691728,4652.950133211652,0.5384348156704761,0.4841539505115712,4357.385554604141,0.1012921475274185,-0.05986467572962344,1.9118594523183496,4356.9129838659055,0.533786601833285,0.5775588843738427,5198.029959364586,0.07927060946531793,-1.6619345351885304,12.915543835714589,5197.4422436504965,0.5793387069465538,0.5149014398517411,0.6477284916650053,0.6315439664866563,0.055645229397440085,3074.0,1941.3661529799865,0.34913411201619604,3142.2070081457673,0.23450194670685925,0.7821773107230958,-0.4297797313294924,-7.821210266776946e-05,0.4554061969094376,4098.655772184935,0.27972489029501346,0.24867669719562946,-1.1508561872763825,-0.00010714270417271672,0.006666666666666667,0.08137703743822466,0.194182678858574,59.99999999999999,0.5217536246849757,4695.782622164795,0.05927508495371115,0.13458494664462325,12.822062114902096,0.4580078125,0.6242690403293311,28.387934942585968,25.0,50.0,7.974960814950754,0.4431578676271845,3988.4208086446724,0.24000790440564485,0.23908852774588124,-1.2404416437367436,0.8098196413519261,0.06595816491723236,0.14535528035089526,0.06621944597617781,0.31598188703751,0
0.4474070229731156,25.94960733244071,0.2484559504753072,0.5458548160872722,-0.9660128368576268,0.20969731900656385,1887.2758710590672,0.1725780786697818,3.5195908582396056,11.419426535066753,1887.1180460932944,0.20857635784900588,0.5464179696544754,4917.761726890273,0.12008904713277335,-2.3719796784355953,6.471855735661782,4917.222928491046,0.5645298729989919,0.1352783794927066,1217.5054154343595,0.16650350276422807,3.961176535439564,14.180266094113552,1217.413096105433,0.13070456516889736,0.6055401585385639,5449.8614268470665,0.07962660218309492,-0.8323906034219809,6.9028656574716605,5449.253472803522,0.6053704048217383,0.5328500166872995,0.6877327591140028,0.6672334139705051,0.05810105229171871,3097.0,2066.4218830666573,0.4672411614648562,4205.170453183708,0.20209610953406093,-0.017254154006458154,-1.035603520706682,-6.0761013809248886e-05,0.519229570244367,4673.066132199309,0.28211728564607164,-0.18935986039856734,-1.234654170277104,-0.00010669080744187804,0.0003333333333333333,0.018254375426790755,0.2973351133404746,3.0,0.3626649972916777,3263.984975625088,0.13231005013255126,0.9486882974816244,3.3576398061115853,0.4443359375,0.2613804501942693,15.656367888438249,25.0,50.0,6.4160063602430215,0.5556399347921971,5000.759413129798,0.1540382835309777,0.02262875987224313,0.14110949320205934,0.7784860255879826,0.0771847440182555,0.3764996685331911,0.07587757380579528,0.3038451945555863,0
0.4038508170592916,27.865706377091122,0.18285553117532372,1.3807336568309705,2.6170823350773778,0.4071548014759973,3664.3932132839795,0.07125695126363336,-0.1936392168540825,3.1072619463802207,3664.0163755816466,0.4357272720141325,0.5699238664397254,5129.314797957506,0.06685873464929765,-1.2964026572676954,9.783626327166727,5128.760306715561,0.5898761639044123,0.4436797490069728,3993.117741062768,0.09169542508848984,0.19875896557447253,2.2226388164417683,3992.7750333547524,0.4922126991766633,0.5792633817330657,5213.370435597588,0.08676785796225686,-0.9691487192740128,6.694575275421304,5212.706687559311,0.5793363665342671,0.4965703092229245,0.6695144163116126,0.6472739715392881,0.05983049538337346,3104.0,2009.1384076579525,0.3176679206469975,2859.0112858229863,0.13852951657904902,0.7929627932009919,0.38372172107320013,-3.334106411435568e-06,0.4608838407567764,4147.9545668109795,0.2787024942640742,0.17033028655411495,-1.1700462295066671,-0.00010699855292788792,0.010444444444444444,0.10166296289549777,0.5590314031776507,94.0,0.2802271397501034,2522.044257750931,0.1459245028012856,0.9843849562982616,3.58820146559467,0.5673828125,0.032334110468282,14.287750843529818,25.0,50.00000000000001,5.421298386039657,0.4875638089602111,4388.074280641902,0.2383765488936072,0.264907300431656,-1.2506190173966203,0.8503100733886979,0.0696084736818118,0.1947099303549089,0.060171829224015434,0.31486701196581274,0
0.322012622698385,17.38868162571279,0.2089871490209149,0.8969212243112461,0.34152775571099697,0.5250306489426111,4725.2758404835195,0.10093559667126556,-0.021471874760904654,0.8250489617349883,4724.8001021543705,0.5634074482729258,0.5188988591556908,4670.089732401234,0.08589666171443121,-0.2921713245610323,5.266334060243322,4669.650599497293,0.5449501828583486,0.4629247100388559,4166.322390349696,0.11036561169840273,0.25827341495932354,1.305791103839173,4165.9914774538265,0.5177506987997715,0.5863916543477316,5277.524889129561,0.08555950294488178,-1.1113075829787151,8.187896438452668,5276.913157994133,0.5876563537593129,0.5063523839061519,0.6737952857834512,0.6526058307506325,0.05943633336805688,3052.0,1991.7529954509303,0.3658048516247629,3292.2436646228716,0.17431499121211702,0.7068947822728398,-0.19891555220100846,-5.6213529129194594e-05,0.4813696606662514,4332.326945996274,0.264929655820727,0.06633487065310995,-1.1838772538374356,-0.00010178305952614432,0.013111111111111113,0.1137506478071365,4.536903651632915,118.0,0.2995005438101501,2695.5048942913563,0.14353354609774918,1.0339036267654795,3.80500225650492,0.3203125,1.12533724909957,9.083849492206582,25.0,50.0,5.205308645530839,0.4697789258270319,4228.010332443271,0.2459425667008445,0.20051663378692625,-1.3281375361578158,0.8505174397444625,0.045952460009119435,0.1577304904971873,0.0584148428175522,0.31352539586671696,0
0.4560627047046102,20.97888441641207,0.16246070316735048,-0.3758928873106809,2.8699891789344627,0.6302421017479779,5672.178915731812,0.10084447806516854,-1.1818577406382529,4.431371823198238,5671.5799392453955,0.6740279882510627,0.4891283294914057,4402.154965422646,0.06074218005351381,-0.06460652131081038,8.287773518511926,4401.738425463603,0.5097284551159001,0.5768505022979806,5191.654520681806,0.09844353574905816,-0.2885014244995113,2.7855224929811984,5191.013187504455,0.6296710029632848,0.5768470109977337,5191.623098979609,0.09321731183152816,-0.8838705406430992,6.2004702217683745,5190.781606616864,0.5775326278421611,0.4868451070156104,0.6751910296852219,0.6507427782232055,0.06439186223606826,3055.0,1988.0191874718946,0.489063172488133,4401.568552393198,0.1096585144197827,-0.5687768033220856,1.3321294174558955,1.3751162025876966e-05,0.4479362567605823,4031.426310845232,0.26691625202608266,0.1716157889694503,-1.186483329961781,-0.0001022470151453155,0.017222222222222222,0.13009849070589025,1.4485437250019406,155.0,0.2666541678559205,2399.887510703269,0.1394049773015825,1.1837461755677559,4.209689148262859,0.5234375,0.6744422130048368,2.0859353589160348,25.0,50.0,5.9007666975612265,0.4680072059826274,4212.06485384365,0.27273389884359706,0.19529090187397707,-1.4136954694103243,0.8811650794119313,0.04003536201224132,0.1319446241331556,0.044495526559224535,0.3379379998880899,0
0.17073156922002342,13.99998867604192,0.13112427735426713,3.8975831454364123,18.99670292560345,0.4052331370302237,3647.0982332720178,0.0564557313401172,0.2538701510712733,7.7578334670187,3646.67118307652,0.4255856200980193,0.5737824230559191,5164.04180750327,0.0616314403353757,-0.5716220792075097,5.356345389293802,5163.568171418167,0.5885120868966071,0.5707708992700102,5136.938093430085,0.07513569373506744,0.06170134807438439,4.972981447164002,5136.226395990188,0.6084492229336015,0.5827170284161042,5244.4532557449575,0.08912660662227981,-0.8467821009448179,6.401706514694498,5243.93714232654,0.582749652688549,0.4971611976257744,0.6759963647794358,0.6523305480089939,0.06288744893559574,3078.0,2007.873426771683,0.3500807357441861,3150.726621697678,0.16602582013758835,0.6188568643504146,-0.4949092270365147,-5.6915710595166686e-05,0.4528603021449482,4075.7427193045332,0.2439704736541052,0.11205392122329598,-1.132343162878933,-9.327934328037109e-05,0.015555555555555557,0.12374805148734094,2.09052046101411,140.0,0.2680382759372701,2412.344483435433,0.13821326162066308,1.1161550675462242,4.079710125191651,0.525390625,2.216536005987583,3.9093140985695816,25.0,49.99999999999999,6.429349769730876,0.4528412018075548,4075.570816268008,0.2548289600861656,0.18453175067350466,-1.3571561175771394,0.8324503303129372,0.051852799901535816,0.13424710624012695,0.04802804274325132,0.3256368579876739,0
0.4153228698018597,32.810506714346914,0.22166731589753114,0.7755501090160524,-0.3140983806680304,0.4303591552814723,3873.2323975332292,0.1062678259034264,0.3059791025518397,1.863571448063519,3872.914741497909,0.4761183899293538,0.4651662462427341,4186.496216184602,0.06576283086617643,-0.17237513688928632,12.242759638721438,4186.008782779874,0.485441941489755,0.4872962900880272,4385.666610792263,0.09586569343952046,0.3310958956315882,3.0258366820006164,4385.381614493235,0.5422396456253321,0.5735916368482107,5162.3247316338975,0.08468700251660126,-1.0348936368923698,7.243201238488027,5161.774683545673,0.5737658614034246,0.4924822425037787,0.6630529223549265,0.6411502875204066,0.058323024509539564,3014.0,1932.426966586505,0.392228977568465,3530.060798116197,0.1941410667470056,0.3097167707103887,-1.3564324191049109,6.143564539255248e-05,0.4607168927701018,4146.452034930921,0.20330329051768725,0.09338926311975336,-1.117665523555556,-7.722459631863471e-05,0.017444444444444443,0.13092034143886555,2.4909410931477862,157.0,0.2918771255169281,2626.894129652352,0.14627802812409588,1.1101049343641394,4.038690256978883,0.5908203125,0.17915489577189675,5.3502218741648235,25.0,50.0,5.457192719792144,0.4808652832628652,4327.787549365773,0.25512585150613304,0.1881043640174183,-1.370697388136051,0.8688003698426258,0.046551589653619364,0.15621106625626066,0.0554536828693284,0.3346577603270937,0
0.3344594912604705,23.412164388232945,0.2959717708745341,0.9320459918740138,-0.4540560770728686,0.5305523032362236,4774.9707291260165,0.1662125492344631,-0.3526486696362275,-1.045557520972551,4774.494384097134,0.5690062270320241,0.4911193558473875,4420.0742026264825,0.07767067439682178,1.11748360810402,5.499248014418491,4419.426356352679,0.5123329712844517,0.5407393317808153,4866.65398602734,0.13252766802154053,-0.20557115191284475,-0.2863040621067379,4866.238968019121,0.590359381519715,0.5582135606295207,5023.922045665695,0.0829215388823674,-0.8243358676946966,6.214027705584037,5023.314036616571,0.5575896734128949,0.4782706401612394,0.6466566421571283,0.6238551814195299,0.05861204322070743,3097.0,1932.07949685628,0.4061301203328533,3655.1710829956855,0.1879565200730533,0.3262528508203044,-0.8476304950778126,-6.704357460715736e-05,0.4856820330159415,4371.138297143501,0.2221217499542764,-0.07400116686697389,-1.1250518864258152,-8.426983267726835e-05,0.017333333333333333,0.13051011029375806,2.8374676823750518,156.0,0.2749969864810666,2474.9728783296,0.1387413291052056,1.2434276718955204,4.6599296718241945,0.3515625,0.6912400793595331,11.395760796985115,25.0,50.0,6.695037670675551,0.4928414431509211,4435.572988358278,0.2440793305049515,0.19319677133426005,-1.3686615052509712,0.8647648176679871,0.05052630109772604,0.18338605783708672,0.04706033753358182,0.32859394282220084,0
0.23111071281685755,12.942199917744027,0.2399766741574389,2.16661431189414,3.7495824105778612,0.422632641754593,3803.6937757913397,0.12035365866734747,0.21689497651904632,-0.01433039790644486,3803.172610491049,0.4591304225971902,0.5672034827175788,5104.8313444582,0.10481801066157602,-0.408533807949308,0.41488362840058507,5104.225938398879,0.6028733885301396,0.5078425666718985,4570.58310004709,0.1105610037180861,0.2076863053218566,1.1750421377940643,4570.027667914162,0.5596840201258361,0.5541697614661271,4987.527853195148,0.08226477533192675,-1.0353218377086453,8.021338976298255,4986.956208064068,0.5547744907696299,0.479641745979563,0.6370778325357289,0.6159975184065923,0.0580879215387985,3067.0,1889.26438895302,0.3881650210149141,3493.4851891342364,0.20104928878841014,0.41283023665582186,-1.016289039579808,-5.9222369724547815e-05,0.4610204693343,4149.184224008688,0.19002307310812488,-0.12003014833990493,-1.019068760521697,-7.143403697855288e-05,0.015555555555555557,0.12374805148734094,2.658934294428178,140.0,0.2809550314727615,2528.595283254849,0.13697874694447154,1.095835679608918,4.1412037020483,0.306640625,1.3533901524779064,3.378405220024438,25.0,50.0,5.073962755008719,0.49486554036795793,4453.78986331162,0.2836627123569763,0.2275850084320989,-1.4139697319783882,0.9362016811204329,0.030022374533534874,0.14435193174250865,0.05244540211611464,0.3234466571764095,0
