temp_mean,temp_sum,temp_std,resp_mean,resp_sum,resp_std,eda_mean,eda_sum,eda_std,emg_mean,emg_sum,emg_sum_peak,emg_std,emg_std_peak,ecg_mean,ecg_sum,ecg_sum_peak,ecg_std,bvp_mean,bvp_sum,bvp_std,label
0.5833041205991002,5249.737085391913,0.2964083636959999,0.5665527849975389,5098.975064977868,0.1843173575651963,0.3649691329106832,3284.722196196148,0.2413035122248481,0.5926836982684951,5334.153284416477,2052.8843532470296,0.0366160868641396,0.0251372298967826,0.3650924887832474,3285.8323990492377,0.4794921875,0.1065011293724528,0.3233882977971042,14.22908510307259,0.2367369051342059,0
0.349134112016196,3142.2070081457678,0.2345019467068592,0.4431578676271845,3988.420808644672,0.2400079044056448,0.4554061969094376,4098.655772184935,0.2797248902950134,0.5775588843738427,5198.029959364586,1941.3661529799865,0.0792706094653179,0.05564522939744,0.5217536246849757,4695.782622164795,0.4580078125,0.0592750849537111,0.3255631272906616,27.347302692415585,0.2621496248203585,0
0.4672411614648562,4205.170453183708,0.2020961095340609,0.5556399347921971,5000.759413129798,0.1540382835309777,0.519229570244367,4673.066132199309,0.2821172856460716,0.6055401585385639,5449.8614268470665,2066.4218830666573,0.0796266021830949,0.0581010522917187,0.3626649972916777,3263.984975625088,0.4443359375,0.1323100501325512,0.4474070229731156,25.94960733244071,0.2484559504753072,0
0.3176679206469975,2859.0112858229863,0.138529516579049,0.4875638089602111,4388.074280641902,0.2383765488936072,0.4608838407567764,4147.95456681098,0.2787024942640742,0.5792633817330657,5213.370435597588,2009.1384076579525,0.0867678579622568,0.0598304953833734,0.2802271397501034,2522.044257750931,0.5673828125,0.1459245028012856,0.4038508170592916,27.86570637709112,0.1828555311753237,0
0.3658048516247629,3292.243664622872,0.174314991212117,0.4697789258270319,4228.010332443271,0.2459425667008445,0.4813696606662514,4332.326945996274,0.264929655820727,0.5863916543477316,5277.524889129561,1991.7529954509305,0.0855595029448817,0.0594363333680568,0.2995005438101501,2695.5048942913563,0.3203125,0.1435335460977491,0.322012622698385,17.38868162571279,0.2089871490209149,0
0.489063172488133,4401.568552393198,0.1096585144197827,0.4680072059826274,4212.06485384365,0.272733898843597,0.4479362567605823,4031.426310845232,0.2669162520260826,0.5768470109977337,5191.623098979609,1988.0191874718944,0.0932173118315281,0.0643918622360682,0.2666541678559205,2399.887510703269,0.5234375,0.1394049773015825,0.4560627047046102,20.97888441641207,0.1624607031673504,0
0.3500807357441861,3150.726621697678,0.1660258201375883,0.4528412018075548,4075.570816268008,0.2548289600861656,0.4528603021449482,4075.742719304533,0.2439704736541052,0.5827170284161042,5244.4532557449575,2007.873426771683,0.0891266066222798,0.0628874489355957,0.2680382759372701,2412.344483435433,0.525390625,0.138213261620663,0.1707315692200234,13.99998867604192,0.1311242773542671,0
0.392228977568465,3530.060798116197,0.1941410667470056,0.4808652832628652,4327.787549365773,0.255125851506133,0.4607168927701018,4146.452034930921,0.2033032905176872,0.5735916368482107,5162.3247316338975,1932.426966586505,0.0846870025166012,0.0583230245095395,0.2918771255169281,2626.894129652352,0.5908203125,0.1462780281240958,0.4153228698018597,32.810506714346914,0.2216673158975311,0
0.4061301203328533,3655.1710829956855,0.1879565200730533,0.4928414431509211,4435.572988358278,0.2440793305049515,0.4856820330159415,4371.138297143501,0.2221217499542764,0.5582135606295207,5023.922045665695,1932.07949685628,0.0829215388823674,0.0586120432207074,0.2749969864810666,2474.9728783296,0.3515625,0.1387413291052056,0.3344594912604705,23.412164388232945,0.2959717708745341,0
0.3881650210149141,3493.4851891342364,0.2010492887884101,0.4948655403679579,4453.78986331162,0.2836627123569763,0.4610204693343,4149.184224008688,0.1900230731081248,0.5541697614661271,4987.527853195148,1889.26438895302,0.0822647753319267,0.0580879215387985,0.2809550314727615,2528.595283254849,0.306640625,0.1369787469444715,0.2311107128168575,12.942199917744029,0.2399766741574389,0
0.4397942951926977,3958.1486567342663,0.1223571170123246,0.5030087786371372,4527.07900773425,0.104558855200803,0.3911349174670503,3520.214257203429,0.1452011620185266,0.5747532066203018,5172.7788595827415,2003.878722906404,0.0879821559203055,0.062622270382047,0.2499341397582588,2249.407257824333,0.330078125,0.1295073934564161,0.2359310818446305,18.87448654757045,0.1796073278298139,0
